registry_id,record_plane,model_id,name,alternate_names,entry_kind,origin,status,review_state,nav_path,domain_tags,legacy_alias,existing_spec_ref,parent_ids,contains_ids,aligned_model_ids,purpose,owner_or_maintainer,source_url,namespace_uri,source_version_or_year,source_group,source_category,source_format,composition_role,default_link_type,priority_wave,priority_score,priority_method,priority_confidence,priority_rationale,factor_demand,factor_data,factor_reuse,factor_interop,factor_feasibility,factor_robotics,factor_overlap,possible_duplicate_of,shared_source_with,relations_ref,validation_flags,provenance
vr.wm-knw-012,world-model,WM-KNW-012,Policy / Rule,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.KNW.POL,INF.KNW.POL,,,WM-POL-001,,,Executable or interpretable normative statement,"knowledge owner, standards body or decision authority",,,2026-08-22,,,,REFERENCE,TYPED-EDGES,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Executable or interpretable normative statement,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,planning/VERCY-MODEL-RELATIONS.csv,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-knw-015,world-model,WM-KNW-015,Risk / Opportunity,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.KNW.RSK,INF.KNW.RSK,,,WM-ACT-017,,,Uncertain event/effect with likelihood and impact,"knowledge owner, standards body or decision authority",,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Uncertain event/effect with likelihood and impact,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-rec-009,world-model,WM-REC-009,Application / Request Record,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.REC.APP,INF.REC.APP,,,WM-REC-007,,,Request entering a case or service lifecycle,record owner or records-management authority,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Request entering a case or service lifecycle,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-rec-010,world-model,WM-REC-010,Decision / Approval Record,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.REC.DEC,INF.REC.DEC,,,WM-REC-001,,,"Authoritative decision, rationale, approver and validity",record owner or records-management authority,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Authoritative decision, rationale, approver and validity",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-rec-007,world-model,WM-REC-007,Form / Submission,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.REC.FRM,INF.REC.FRM,,,WM-REC-001,,,Structured response package with validation lifecycle,record owner or records-management authority,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Structured response package with validation lifecycle,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-sft-014,world-model,WM-SFT-014,Defect / Bug,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.SFT.BUG,INF.SFT.BUG,,,WM-ACT-021,,,Software problem and resolution lifecycle,software product/service owner,,,2026-08-22,,,,REFERENCE,TYPED-EDGES,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Software problem and resolution lifecycle,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,planning/VERCY-MODEL-RELATIONS.csv,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-sft-009,world-model,WM-SFT-009,Deployment,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.SFT.DEP,INF.SFT.DEP,,,WM-SFT-002,,,Release installed to environment with state/history,software product/service owner,,,2026-08-22,,,,REFERENCE,TYPED-EDGES,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Release installed to environment with state/history,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,planning/VERCY-MODEL-RELATIONS.csv,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-sft-007,world-model,WM-SFT-007,Software Component / Package,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.SFT.PKG,INF.SFT.PKG,,,WM-SFT-001,,,Versioned distributable dependency identity,software product/service owner,,,2026-08-22,,,,REFERENCE,TYPED-EDGES,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Versioned distributable dependency identity,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,planning/VERCY-MODEL-RELATIONS.csv,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-sft-008,world-model,WM-SFT-008,Build / Release,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.SFT.REL,INF.SFT.REL,,,WM-SFT-007,,,Reproducible build provenance and release lifecycle,software product/service owner,,,2026-08-22,,,,REFERENCE,TYPED-EDGES,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Reproducible build provenance and release lifecycle,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,planning/VERCY-MODEL-RELATIONS.csv,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-sft-012,world-model,WM-SFT-012,SBOM / Supply-chain Manifest,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.SFT.SBOM,INF.SFT.SBOM,,,WM-SFT-007,,,Signed/versioned component inventory and relationships,software product/service owner,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Signed/versioned component inventory and relationships,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-sft-015,world-model,WM-SFT-015,Test Case / Test Result,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.INF.SFT.TST,INF.SFT.TST,,,WM-ACT-038,,,"Repeatable test definition, execution and evidence",software product/service owner,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Repeatable test definition, execution and evidence",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-mat-008,world-model,WM-MAT-008,Observation / Measurement Record,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.PHY.MAT.OBS,PHY.MAT.OBS,,,,,,"Generic observation linking feature, procedure, value and unit","laboratory, manufacturer or material authority",,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Generic observation linking feature, procedure, value and unit",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-eco-015,world-model,WM-ECO-015,Financial Account,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.ECO.ACC,SOC.ECO.ACC,,,WM-XCT-014,WM-ECO-016,,"Account identity, parties, currency, state and rules","contracting party, financial institution or regulator",,,2026-08-22,,,,CONTAINS,TYPED-EDGES,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Account identity, parties, currency, state and rules",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,planning/VERCY-MODEL-RELATIONS.csv,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-eco-019,world-model,WM-ECO-019,Purchase Order,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.ECO.ORD,SOC.ECO.ORD,,,WM-ECO-006,WM-ECO-024,,Buyer commitment and fulfilment lifecycle,"contracting party, financial institution or regulator",,,2026-08-22,,,,REFERENCE;CONTAINS,TYPED-EDGES,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Buyer commitment and fulfilment lifecycle,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,planning/VERCY-MODEL-RELATIONS.csv,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-eco-020,world-model,WM-ECO-020,Sales Order,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.ECO.ORD,SOC.ECO.ORD,,,WM-ECO-006,,,Seller-side order and fulfilment lifecycle,"contracting party, financial institution or regulator",,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Seller-side order and fulfilment lifecycle,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-eco-016,world-model,WM-ECO-016,Financial Transaction / Journal Entry,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.ECO.TXN,SOC.ECO.TXN,,,WM-ECO-015,,,Atomic posting/transfer with audit and balancing,"contracting party, financial institution or regulator",,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Atomic posting/transfer with audit and balancing,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-org-010,world-model,WM-ORG-010,Legal Entity Registration,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.ORG.REG,SOC.ORG.REG,,,WM-ORG-001,,,"Legal identity, jurisdiction, registers and lifecycle",the organization or authoritative register,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Legal identity, jurisdiction, registers and lifecycle",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-per-010,world-model,WM-PER-010,Contact Point / Party Profile,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.PER.CON,SOC.PER.CON,,,WM-PER-001,,,Reusable contact and communication preferences,the person or an explicitly authorized identity steward,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Reusable contact and communication preferences,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-pol-015,world-model,WM-POL-015,Jurisdiction,,standalone-mm,claude-plus-gap-audit,candidate,boundary-review-required,NAV.SOC.POL.JUR,SOC.POL.JUR,,,WM-PLC-004,,,"Authority scope over territory, persons or subject matter",competent public or legal authority,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Authority scope over territory, persons or subject matter",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-036,world-model,WM-XCT-036,Alias / Same-as Mapping,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.ALS,XCT.ALS,,,WM-XCT-011,,,Federated identity equivalence with authority/confidence,owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Federated identity equivalence with authority/confidence,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-024,world-model,WM-XCT-024,Contact Point,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.CONTACT,XCT.CONTACT,,,WM-PER-010,,,Addressable channel with purpose and preference,owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Addressable channel with purpose and preference,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-037,world-model,WM-XCT-037,Dependency / Impact,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.DEP,XCT.DEP,,,,,,Typed dependency and downstream impact,owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Typed dependency and downstream impact,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-028,world-model,WM-XCT-028,Evidence / Rationale,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.EVD,XCT.EVD,,,WM-KNW-008,,,Traceable support for a claim or decision,owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Traceable support for a claim or decision,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-033,world-model,WM-XCT-033,Geometry / Coordinate Reference,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.GEO,XCT.GEO,,,WM-XCT-010,,,Geometry and coordinate reference system,owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Geometry and coordinate reference system,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-021,world-model,WM-XCT-021,Lifecycle / Status,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.LIF,XCT.LIF,,,,,,Common state machine and effective validity,governance steward designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Common state machine and effective validity,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-031,world-model,WM-XCT-031,Localization / Language,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.LNG,XCT.LNG,,,,,,"Locale, translation and terminology binding",owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Locale, translation and terminology binding",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-032,world-model,WM-XCT-032,Currency / Monetary Value,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.MNY,XCT.MNY,,,WM-ECO-004,,,"Amount, currency, valuation date and precision",owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Amount, currency, valuation date and precision",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-029,world-model,WM-XCT-029,Obligation / Commitment,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.OBL,XCT.OBL,,,,,,"Party, action, due date, condition and fulfilment",owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Party, action, due date, condition and fulfilment",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-025,world-model,WM-XCT-025,Observable Result Fields,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.OBS,XCT.OBS,,,WM-MAT-008,,,"Reusable observation value, unit, method and uncertainty",owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Reusable observation value, unit, method and uncertainty",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-026,world-model,WM-XCT-026,Quality / Confidence,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.QLT,XCT.QLT,,,,,,"Quality dimensions, score, method and confidence",owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,"Quality dimensions, score, method and confidence",0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-023,world-model,WM-XCT-023,Party Role,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.ROLE,XCT.ROLE,,,,,,Actor role scoped to an object or activity,owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Actor role scoped to an object or activity,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
vr.wm-xct-027,world-model,WM-XCT-027,Risk / Control,,mixin,claude-plus-gap-audit,candidate,boundary-review-required,NAV.XCT.RSK,XCT.RSK,,,WM-KNW-015,,,Risk-control linkage and residual assessment,owner designated by the adopting Dimension,,,2026-08-22,,,,,,0,86,cohort-proxy with model-specific robotics check; use TOP-50 sequence,low,Risk-control linkage and residual assessment,0.92,0.84,0.88,0.82,0.88,0.00,0.06,,,,,Claude independent review + systematic gap audit + Claude adversarial audit
